filename,CREATE_SUSPENDED,WININET.dll.InternetOpenUrl,WS_MAXIMIZEBOX,OverlappedWinsockIO_Recv,<dump_line,Einstellungen,&#xD9,NetShareEnumSticky,MSWSOCK,00 00 00 00 00 00 00 00,Travel Insurance.url,MachineGuid,WINHELP.INI,Shell_TrayWnd
0499b6b7f9e77b3ae5ecc7ffe6a008a0c6da9f805,0,0,2,0,0,0,0,0,0,0,0,0,2,0
049db6b45a8f8ac592dc357c46b0da6d34bf0769b,0,0,1,0,0,0,0,0,0,0,0,0,0,0
04ab846fb169a0dbe53235b1d3e4d9a7a24132af9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04abffa7752f91229bfa9bf9734a1dd0e892f32a7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04af29f80412f7c5c4c5d76f4042f8658da28cd4b,0,0,1,0,0,0,0,0,0,0,0,0,2,0
04afc344f00d43ec09b233a63f314d24f451114ef,3,0,1,27,588,0,0,0,0,0,0,0,0,0
04c53944ee1cD1bd7c4fb71b3d2b80aecf3e86579,3,4,0,0,31,4,0,2,0,0,0,0,0,0
04f72225e18d019025c8240d8eade56d7620a3208,0,0,1,0,0,0,0,0,0,0,0,0,2,1
04febddbf8265a89506799631d6d42dbd8d6cfb75,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0524d8bcf83c1641f7eb1c04443357f843088e9c6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0531c44810f728fc4ea67308dC394bad95e7920e5,0,0,1,0,0,0,0,0,0,0,0,0,2,1
053646f228b14bc830289ca6e7c2a2fd63b1e87f7,0,4,1,0,0,8,0,2,0,0,0,0,0,1
053f9d3c7691eaaa32d76d053fc96B09ef4baad75,3,4,1,40,781,0,0,0,0,0,0,0,0,0
05802f6a6e0c1f0e82faf9ba70e253b2c616985b3,0,0,1,0,0,0,0,0,0,0,0,0,2,0
0587e8da9655f49f1935a222b7ca7ee681c2cf625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05b79b606e858b2a56de8ee17fbaa00bd95ac6373,0,0,0,0,0,0,0,0,0,0,0,0,0,1
05c5dfc70e0e60abbE6162d7087ab7e163630e08f,1,0,0,0,0,67,0,0,0,0,0,20,0,0
05e00e37accf7659b95fa4b76879db927c12632cd,0,0,1,0,0,225,0,0,0,0,0,0,2,0
05e647496bed0efc0edc4d92a8ec6f6ed810a82dc,1,8,0,0,0,0,0,0,0,0,0,0,0,0
066f5652b178cc8d647861Bb0f5e7593cba4b8037,0,0,0,0,0,0,0,0,0,0,0,0,0,1
067b53bc9be6c26f04ae34b7779437c723df51089,0,0,0,0,0,0,0,0,0,0,0,0,0,1
067c7ba7ef6781b9988428363737aa0afeb87A546,0,0,0,0,0,0,0,0,0,0,0,0,0,1
069950321f2c1e95f8691453f60b032b79331bace,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06c478322c242e4709ae507159b14876fbb6a7d1e,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06c55665ffba8549082ae12fe7d21a6f5ff7B9207,0,0,0,0,0,12,0,0,0,0,0,94,0,0
06c73ed61aa8e89f0f9764dafcd10661c3011f25f,3,4,0,0,31,4,0,2,0,0,0,0,0,0
06dcb6d94458cf29e0334336a1deed482dc1faeb8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
070262Db06f1c2459153a2d509fb411cfe20f9ba1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
071197d40735842d5fc9805a9cc9a20f27be0ea5e,0,0,0,0,0,12,0,0,0,0,0,0,0,2
07334a91222a32708130ce07da51ddf78c9ced9f3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
073abb93dcd12b20f5f394ecedf6909b6fb274e03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0743a2c1b1e3f37632c63e82f92bb05ad4e26c7Ca,0,0,0,0,0,0,0,0,0,0,0,0,0,1
07545d9aDdf29ab04638c5d15c34c4e075ff3f9e5,0,0,1,0,0,0,0,0,0,0,0,0,2,0
0768bd3ad5a017ed38bda79d185aac208c9d5fc0d,0,0,1,0,0,0,0,0,0,0,0,0,2,1
076a9df0eb709330ff11f6a0c5bccff715aef24d1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07973d3636f8208fe8e5e8de44f8dcd4c3651a1b5,0,0,1,0,0,0,0,0,0,0,0,0,2,0
07a6317ada8E1e975a3e46e71b8c99678134b4b95,0,4,2,0,524,24,4,2,0,9,0,2,0,1
07b0055f1d28a79032f1bad1E4d7303e2e6266456,0,0,2,0,0,0,0,0,0,0,0,0,0,1
07ba1503ef88140cd455acc2de3ac3298b323bc18,0,0,0,0,0,0,0,0,0,0,0,0,0,1
07cc9136d80010c8e043d08a77533ca5248e656b3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
07cfa61c63b1188054e0911272d3e8d0c8657e65d,0,0,1,0,0,0,0,0,0,0,0,0,2,0
07f542a5a7693bddec8bfc5f71bc52426528fe2cb,0,0,0,0,0,0,0,0,0,0,0,0,0,0
084b5c476B0674246e927fe1aa23392b6f45c9c76,0,0,1,0,0,0,0,0,0,0,0,0,2,0
08521e3db8521ecfca21bb773Fb7cd87b872d2ed8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
08b4de658a3bd05826e8bc7b6d1870aad76603487,0,0,1,0,0,0,0,0,0,0,0,0,2,1
08b9912721949c65f68dca09d4a08523426d4d8fc,15,16,1,34,2012,31,0,4,0,297,4,0,0,0
08cfe4ddc8c5522548a338e07d859d48e23759970,3,0,1,38,742,0,0,0,0,0,0,0,0,0
08e488ad1c38ffd165bbd01b0b69973151d371396,3,0,1,44,772,0,0,0,0,0,0,0,0,0
08e77a7b050f9e5afdfbffc602b6b5f68016a0ec2,0,8,0,0,0,5623,0,2,0,0,0,1,0,2
08ed9a8073df5a6caf06e707c89265ee85e33a1c2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0908f669bb7c30274341f9da9ca4787faD0b7a516,3,0,1,37,748,0,0,0,0,0,0,0,0,0
0916523fde33e43b6132700defd35ef7f14b4ddb7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
092dfc9749cec5665052d64e56a00e321b37d6516,0,0,1,0,0,0,0,0,0,0,0,0,2,0
093c4f3e92d89ce49b3f60f2aebe6d0f4599ade3f,15,12,1,42,2316,30,0,4,0,576,4,0,0,0
0969e929c644264709becce9C50441009852464d8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
097e27998c3f5c1bb45ff86ec4Effbee73b0bd3fb,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0983c3f86c9521e479bfd7c63dfe347227a097421,0,0,0,0,0,0,0,0,0,0,0,0,0,1
09be07a9d7c856a840f7bdd2814f5ba5d74c67804,1,8,0,0,0,0,0,0,0,0,0,0,0,0
09c4d7cc24c99e3f84cc36c7aa56f727cfc6f532a,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09c54b01106e94772e0152759e60e9a8f5c346B7b,0,0,1,0,0,0,0,0,0,0,0,0,2,0
09cbef1e2dd30e836b95a3f0308b57cc46dfe0e1c,0,0,1,0,0,0,0,0,0,0,0,0,2,0
09e02ec34b9733A199dd3d55d74847217d4493d50,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0a087da00ca8cac2cd985eedfa97ff71ce7275342,0,0,1,0,0,0,0,0,0,0,0,0,2,1
0a0e25b583aabe8c32a11a9f243fa4af2cfbea44e,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0a15f773512043b594a3ee8fc375891408943Df06,0,0,3,0,0,28,0,0,0,0,0,1,0,1
0a220764f75c6ace27c79df3396f368b33c40f3ad,1,12,0,0,869,103,0,12,0,0,0,0,0,1
0a31f7e77b7da89a765cb4f00b9a6fa80bd9f725f,0,0,1,0,0,0,0,0,0,0,0,0,2,0
0a420b5f44f8a027dbe9716ab52462aad7583ba9a,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0a54f96810dc408187c7c862c7a462f389e14d902,1,8,0,0,66,4,1,0,0,0,0,0,0,0
0a627B3792e2c16af11c785ce81aa06b9d0a6dca5,3,0,1,33,668,0,0,0,0,0,0,0,0,0
0a6b274cf09ee4080001b85a45734848092e789c2,0,0,2,0,0,32,0,2,0,0,0,0,2,1
0a70aee512c3ce8983842e62e64086f8ca131abf3,0,0,1,0,0,0,0,0,0,0,0,0,2,0
0ab452fbcfe64dcda315b489bed0f5c995e095577,3,4,0,0,31,4,0,2,0,0,0,0,0,0
0ab5defe0a7b61ada63991256381ca685684b291e,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0acb3fd5c1810dc5322bc2494b1fffD1e5a562871,1,0,1,0,0,0,0,0,0,0,0,1,2,0
0acbc1e037d3ae25ff929612fbd4ed91b3fc99c98,3,8,0,0,26,4,0,6,0,0,0,0,0,0
0acd975828808398ceF08ba7530e9cde543dfbde3,0,4,0,0,0,4,0,6,0,0,0,0,0,0
0ad66047ff69df003a4f13dffe5a03fcef9d810f0,0,0,4,0,0,0,0,0,0,0,0,0,2,0
0aefbb082e0461675d05e3147473045acdf2894cb,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0af2968ddf505ab8b0d159957b21828e825cb8f0f,0,4,0,0,0,196,0,4,0,0,0,2,0,3
0b00632807e8633e2d14b57816d7d93e365332432,3,8,0,0,26,4,0,2,0,0,0,0,0,0
0b13129503b334b3a248a4be21efc3bfd03107e0b,0,8,0,0,282,55,0,2,0,0,0,1,0,1
0b371d36720b394190a8a190a40e64e86C84eb0e6,3,4,0,0,31,4,0,2,0,0,0,0,0,0
0b503dff3effc4ebe3204392f4be9c49e133c63be,0,0,1,0,0,0,0,0,0,0,0,0,2,0
0b54d0f81b9013a7b4f2e6e0764e47fb985463b24,15,28,1,39,2385,31,0,8,0,368,4,0,0,0
0b7c6753ed267832f044adf47c87b4c76a62d6a1f,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0b86604a5fb1d4861e790a13805ecc90188d85dee,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0b90984f6b12f989e4080a2983f72c1e118639fbb,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ba1ead22cfab9881cbac24a6fde53d50da811dfd,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0ba42407653f2069b2aa3d5554e24085464e3f1d7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0ba6fe2f79fd64d5631fa8d036fcaad9866e3b60d,3,0,1,35,716,0,0,0,0,0,0,0,0,0
0badc2e7bcb06599293635038c0fd2ff1823239fb,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0bc21E0d5504c482c3075075a92c1740b15548e5c,0,0,1,0,0,27,6,0,0,0,0,0,2,0
0c139406b02158076e81a98ed43e021e0d5caf59f,0,0,2,0,0,0,0,0,0,0,0,0,2,0
0c148e8a6994032a52db64251fd22a3a9ced0c045,0,8,0,0,282,55,0,2,0,0,0,1,0,1
0c1ec5323f9657a10a6b13363116bed5868f15a24,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0c570b67e90133a51b86c347826979363e87f0f3f,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0c631d8b1bf54810c9b53c45cb893b5c791082c57,0,0,1,0,0,0,0,0,0,0,0,0,2,0
0c6b18ce79cecb8d960D06b950fbfa710ce6ea1e0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0c80f5d0b972bd7dd5348ea93dfb8eaa5c31bacc7,0,4,0,0,0,5,0,2,0,0,0,0,0,1
0c8b328853c74Cf4936b500b4161c7b128a0bc3c5,3,4,0,0,31,4,0,2,0,0,0,0,0,0
0c8db48aa0d43f13b9a30c17bce0f550bf818caf6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0c9a6df4871db80484316fdffe43dbf4f0499c964,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ca2Ca1297a11832752ecb38b83363401d92dece9,1,4,0,0,3680,105,0,4,0,96,0,0,0,3
0cbf2e3472b1c03c195d893208ee35373153f4b44,0,0,0,0,0,12,0,0,0,0,0,79,0,0
0ce92e492d0daac32201047adc171e59dde6424a6,3,4,0,0,31,4,0,2,0,0,0,0,0,0
0cfb5Af7112cf5433c7cfd492098539985438ac21,3,8,0,0,26,4,0,2,0,0,0,0,0,0
0d205ccc477f15c64b92a539e89fef3d13d6bdf9e,3,4,0,0,31,4,0,2,0,0,0,0,0,0
0d36251c969b581bb73ac98ab0f088208e26a8e8d,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0d4ccdd8532eecb02ad8e0786008a939aa2bd3a34,0,0,0,0,0,12,0,0,0,0,0,81,0,0
0d5bcf17c9b568551f1f55fee3ae1ddbe658e4e5f,0,4,1,0,19,12,0,2,0,0,0,0,2,1
0d5cde836e14ab14f29d6dd50bab1654d437a2b5f,15,16,1,32,2225,30,0,4,0,351,4,0,0,0
0d5f32e0fa4545386258ee3ad652fdf3e9db67039,1,12,0,0,613,103,0,8,0,0,0,0,0,1
0d722a9bd6c32961405df51974f4357b09092f35a,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0d7aa1aa55270082f607591b20c37cd7a094f01e5,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0d86b1498714fd18460a88c73c0e01b24056dedae,1,8,0,0,0,4,0,0,0,0,0,0,0,0
0db8416c607149948d18f509a7a70fef4bbd990ef,0,8,3,0,3173,250,0,6,0,32,0,0,0,2
0dbcBb64ef0b13ce991d7646c3d6a85f5c7ec6057,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0dbe0cb47ed8df191afe022cf98ad93C14ffd6210,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0de89af99d899367f9c4c4100635e21ed603cd9ca,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0df6bb21c518cd2605a190123a4f10f3e15d7f921,3,0,1,44,844,0,0,0,0,0,0,0,0,0
0dfc702b79f75e2c52e31f50bff9cb02c6ec03791,0,0,0,0,0,12,0,0,0,0,0,76,0,0
0e02bb0466fe5e1e26c0a93f946f7bfe6f5e72bcb,0,8,0,0,282,55,0,2,0,0,0,1,0,2
0e3297fd7c041dc5c116932da5ce393abf31d5afa,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0e4e1c087a0ba06bf04e5565c1c9e5bc7de646844,2,0,4,0,0,4,0,0,0,0,0,0,4,0
0e4f323483c66f3cebef0fdbf227958e5c6454d35,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0e5ae430cbb4d6f40d60119d10258d75269a5b263,0,4,1,0,0,87,0,2,0,0,0,0,0,1
0e5e4014e36f9033ea941db960388e01aea158b15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e6b2ce634a5d00e84829e4290504009a97c1a645,0,0,0,0,0,162,0,0,0,0,0,0,0,1
0e6d7172bee47c7e437ac307809af67ec16460ee3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0e7a4e01c570b50763fa977b5799d78ed8484004a,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0e7d3d0e35e3b33732b39c401f02edbc931ca834e,0,0,1,0,0,0,0,0,0,0,0,0,2,0
0e8b654531fc9642b58d0aF7b65e5c7bd2ea1fc72,3,4,0,0,26,4,0,2,0,0,0,0,0,0
0e9b9389b99d55774237a68b8c592ef40b7cd4714,3,0,1,0,0,0,0,0,0,0,0,0,0,0
0e9cfe0a25ef3e40961e1c11132ebab9b1673c61f,0,4,1,0,3604,250,0,2,0,0,0,0,0,1
0ec1e2a3512bcdcc62804926006055049874a06bb,0,0,1,0,0,0,0,0,0,0,0,0,2,0
0ec5b245005d3698622e7299a5c58bc142fa1287a,0,0,1,0,0,0,0,0,0,0,0,0,2,1
0ecd3954fd0ab325ada648a890d26800b4522a488,0,0,1,0,0,6,0,0,0,0,0,2,2,0
0ecD84c264ddbb9af307bbcbe2a4bf6d1b9cbcadb,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0ed4975cb68c673f54199a71a764bb483a056d461,3,8,0,0,26,4,0,2,0,0,0,0,0,0
0ed5adb346d348452d7523f7b2a14fb89f869bee3,0,0,1,0,0,97,0,0,0,0,0,0,0,1
0eea26b783b227613a7eac74733e08955938ae26d,0,4,2,0,0,34,0,0,0,0,0,0,0,0
0ef0ebdcdf400dc79b04b40fa1fa203497837A564,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0ef11cc42cb4f6620f476674047dfec40439604c5,3,4,0,0,31,4,0,2,0,0,0,0,0,0
0ef65a84460d2237bc270f1466073c44a5b5792ca,0,0,1,0,0,0,0,0,0,0,0,0,2,0
0f0015316c0e7b3e6bbcab08fffc3cc9f454f01e3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0f02E22583cee8e541a3f79321517b2e5da06cfdc,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0f12eb3368e07d0a4017cd8241c9a21ac25a8873e,0,0,1,0,0,0,0,0,0,0,0,0,2,0
0f1426886f020bcfcc95ba2816ceb5f9838f009b5,0,0,1,0,0,109,0,0,0,0,0,0,0,1
0F31383b52bf1b744d5eb8abeaaf5f7e5fb94db32,0,4,0,0,0,0,0,0,0,0,0,0,0,1
0f7a9041fdb80fc2cb093c914c6f00bba74709d2d,3,4,0,0,31,4,0,2,0,0,0,0,0,0
0f7c2d783dcebd1b54a54eb5df069b7d166aea877,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0f8f49f6d092d1bb6f92926c8f8f5195e64f5e044,1,0,1,0,6,435,0,0,0,3,0,0,0,0
0fc3df3c3C5904511bdda0dd4cb39c5550b810916,0,4,0,0,112,16,0,2,0,0,0,0,0,0
0fd1a0b7D9329502b94b06af6eca3905082a37ceb,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0ff37075be627a4dadae42ae8B3bbb21fabc30d4d,0,0,1,0,0,0,0,0,0,0,0,0,2,0
0ff661021d6ab6d0c546523635a0cfd39e3e8b6a9,3,4,0,0,31,4,0,2,0,0,0,0,0,0
10215d0ca587ead6a78bb18f3710cc00502efDdb0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10341f80fdfe1af3e5450f0265289b74ded8232fd,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1055ade525b2cd103d10e991baa4043583a8def45,3,8,0,0,26,4,0,2,0,0,0,0,0,0
107e0ba3d61f2650b09ef02a30f0bab0b82c1933d,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10989cf0dbfacc6497955bc75533edf31e8a0e772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10a4f180accbc68ea3cd142a6505d430b1436ba89,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113Af3a62daf339cbc5ff5f6f75d281f566e53498,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1141d6d8c683d0bfae2ad22cfa7f219419faf7ead,0,12,1,0,3361,291,0,12,0,35,0,1,0,3
11569c7184a53a97475e6e3ca808cb904d7c188d8,0,0,0,0,0,70,0,0,0,0,0,20,0,0
115cbc1f832943f7acccf6af21f062687fabd4fc5,1,16,0,0,835,103,0,8,0,0,0,0,0,1
119fbaee6e537f611544135a80ef8327441874fa4,0,8,0,0,282,55,0,2,0,0,0,1,0,1
11a3b0eb06daa6c6Bfbaffd194d870ae5ade4eff7,3,8,0,0,26,4,0,2,0,0,0,0,0,0
11b46d365a819da11d09889d10830d21b9769e1e3,0,4,0,0,0,181,0,2,0,0,0,0,0,1
11b9ffc0564f97463b6c80ae65e04a56E651a9626,3,0,1,48,924,0,0,0,0,0,0,0,0,0
11beda192c3d99769ff337f2258bf2e120db03727,1,4,1,0,13,1,0,0,0,0,0,0,0,0
11c3d281a3a6ef587496dfDbcc7c7fc89cf723c14,0,0,1,0,0,2258,0,0,0,0,0,0,0,0
11c7b7f9fc01b24959c2e4bddd130e9ffe24761c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11cebca9203dae3F0a04b9f9aece6b995cd8687c3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11d9f49c103c3c45a95da662c4f309e8601d42bba,0,0,1,0,0,0,0,0,0,0,0,0,2,0
11da05e6e5229076e999f850f175d8d413A0142d7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11e31388602a5beb818ba085132bc06ac2ad6f0f2,0,0,1,0,0,0,0,0,0,0,0,0,2,1
11e3d77e034d325779717fdb8f1c241dd6e350489,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11e3e5fdc3341748226e1Cd2a30a571c9811043d1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11f5ac557599953a02153739d29601d1319fd7cfe,0,0,2,0,5466,362,96,0,0,25,0,0,0,3
1219425ce5ae30e11bcc736e76e36bb0aC564bb49,1,16,0,0,1075,102,0,8,0,0,0,0,0,1
1259ce87a2051d462e595e5db3e574e9b36c40073,0,0,1,0,0,2263,0,0,0,0,0,0,0,0
126ded477ba7aff6c6fa9bec404b73f1f4962eF8b,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1277f52859d0626c14352658e03548178d8bfa176,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1280127198c50dEc86b93cc5804939b6c50b25084,3,0,1,32,668,0,0,0,0,0,0,0,0,0
1282763f442c1f502ecb5503ccaa7e04c7bbb017d,3,8,0,0,26,4,0,2,0,0,0,0,0,0
1282d116f780809c2897083d4575fb2926561f169,3,4,0,0,32,4,0,2,0,0,0,0,0,0
12ac5ef4c09cd1d823d0963d0540e3b314c18426e,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12e73ea87472a6a68b1cf62abf4b6fa8679aceD9b,0,0,0,0,0,94,112,0,0,0,0,0,0,0
12e8eed0d3943b57225c1b7210c207354e1dF4953,0,0,0,0,0,98,11,0,0,0,0,0,0,1
1310Bceae0658d1209987a266770a741e0c556842,3,8,0,0,26,4,0,2,0,0,0,0,0,0
1321ae63a6f41d8a3aca237151970db6e88815402,3,4,0,0,0,0,0,0,0,0,0,0,0,0
13544a5721ecad302fc307f8b2145127ad30f4063,0,0,0,0,0,0,0,0,0,0,0,5,0,0
13545dfd61f437a3758a99f554bcf78251313b35c,2,4,1,0,1707,181,0,0,0,0,0,0,0,0
